GeneID,phiMean
YOL067C,0.55113059755858
YHR027C,1.38189555439219
YML005W,0.195836269287607
YFR052W,0.757527045705397
YBR080C,1.19957771982251
YJL056C,0.456280657166786
YKR099W,0.1580095775443
YNL255C,3.15667498621115
YMR044W,0.165658339301357
YML079W,0.739818925447145
YIL042C,0.135372675849946
YPL180W,0.243295884652802
YKR067W,0.929214251557582
YNL097C,0.462670639767793
YGR078C,0.179798480485519
YBR017C,0.546424756757857
YPL081W,4.64683119571329
YBL076C,2.79932245022417
YOR140W,0.439688882495977
YDL141W,0.445754802189794
YDL084W,2.96874398791897
YLR035C,0.204267361299382
YLR129W,0.77081219066742
YGL093W,0.10314486518059
YOR281C,0.424540444036792
YGR043C,0.860488697000076
YER119C,0.312993474842375
YKL130C,0.39147474730244
YNL049C,0.776152676811265
YJL154C,0.439396325169234
YMR164C,0.332029265561471
YGR214W,6.61142033435539
YKL175W,0.458844173608569
YMR009W,0.734817252244238
YMR319C,1.27319068742759
YNL110C,0.868217908383766
YER016W,0.166000776623704
YNL164C,0.150581584004427
YJL023C,0.177284212085043
YHR077C,0.25171062889177
YDR540C,0.371902924217316
YER114C,0.418564873871733
YOR021C,1.16189792505144
YDR312W,0.549920379992408
YNL067W,8.58232778004952
YNL092W,0.150833281825779
YOR181W,0.304187233889893
YPR048W,0.558366763867007
YER048C,0.903840826722258
YGL006W,0.721917954404365
YIL016W,0.790405971218946
YDL102W,0.990226511706304
YNL154C,0.886198000413989
YHR201C,0.500719191916768
YNL189W,1.94948346325924
YGR156W,0.382262851724868
YKR078W,0.186409007040691
YOL120C,9.24950104018353
YPR032W,0.416479078153582
YKR003W,0.426181730825542
YPL222W,0.191306871153998
YGR180C,4.68179846275983
YNL075W,0.891120389987516
YKR075C,0.335737047279372
YIL020C,0.692444015339723
YAR008W,0.23686991566439
YHL016C,0.948690861547738
YMR058W,1.49084115177916
YKR024C,0.82899861967955
YBR063C,0.167219766435224
YMR204C,0.118044054816502
YLR222C,0.768143124174217
YJR073C,1.34666687450322
YIL128W,0.384196847285177
YIL096C,0.323740192257626
YLL041C,1.62401320434878
YMR299C,0.161130812967366
YER066W,0.35735048667655
YIL129C,0.267601153776314
YDL154W,0.208646648403953
YDR078C,0.142922858101329
YDR219C,0.129885055843428
YDL143W,1.66383612814729
YCR037C,0.945266184287564
YMR083W,2.4396486841988
YOR037W,0.190060048473958
YLR016C,0.270348944156212
YMR025W,0.149817940781508
YBR041W,1.15005817152232
YDL053C,0.452471190786334
YJR053W,0.273688151496924
YOL003C,0.20610494262615
YDR333C,0.575634759953635
YOL006C,0.85391681454495
YBR058C,0.591229006079309
YCL055W,0.682057112877764
YMR029C,0.392749331240404
YBR160W,0.954746628139144
YNL241C,1.12773694137291
YAL049C,0.732375728357115
YNL191W,0.619988173094531
YOL129W,0.311524175344545
YNL115C,0.664193874022008
YER070W,2.60778683345336
YDR246W,0.322914123064964
YKL022C,0.192492921256821
YNL062C,0.64466272549965
YGR235C,0.769406409420733
YJR040W,0.540188073016344
YDL165W,0.314247552670329
YHR161C,0.206317300865371
YIL157C,1.11461755269101
YIL070C,1.27680828326474
YKL163W,3.03664058986349
YDR072C,0.354800806664174
YER149C,0.239316255783308
YOL028C,0.217290478135625
YIL006W,0.11986483908351
YPR125W,0.848150225975523
YLR438W,2.67002087395616
YGR253C,0.791751678520622
YBR028C,0.551911642541747
YBL015W,1.65592005331152
YGL238W,1.17321918610201
YDR259C,0.25367185431889
YPR066W,0.136534709634709
YKL011C,0.120038364984577
YER152C,0.175468830833293
YDR037W,3.55769366330279
YKL121W,0.259324934174559
YKL144C,0.314822549901514
YIL136W,0.822674486703067
YCR046C,0.42232488530168
YDR239C,0.186170081751235
YNL130C,0.760559153648544
YNR045W,0.118257983281625
YIL152W,0.119044752538661
YKL016C,1.50893703494974
YDR376W,0.433949629420825
YMR239C,0.404959780072132
YKL209C,0.414881040397801
YPL029W,0.202972718149946
YGR072W,0.332074860647381
YNR035C,1.62520443076116
YKL026C,0.309085478478415
YDR314C,0.301801340756067
YPR089W,0.589071836156043
YLR219W,0.400799753005727
YDR272W,0.483305771328465
YIL121W,0.335097008923669
YJL079C,2.61809707687555
YML096W,0.154453579941518
YMR233W,0.330484371195961
YNL052W,1.28577702108911
YCL044C,0.393456617583557
YMR114C,0.218657698585704
YPR071W,0.216815833718036
YKL207W,0.611091986426121
YPL209C,0.111654872171011
YER174C,0.320987132755951
YBR182C,0.204070852651687
YGR127W,0.229515870860164
YER015W,0.814229126298688
YNL036W,1.47704714749316
YER166W,0.7922025988407
YMR203W,2.26730310849286
YEL061C,0.39417687121021
YHL003C,0.647047732267837
YMR055C,0.12257452282756
YHR204W,0.286892013011162
YGR122W,0.133332498429488
YGR132C,1.63848257153253
YMR288W,0.403087267023067
YMR155W,0.121076551494048
YIL164C,0.491851718362284
YGL195W,1.23849246662718
YPL022W,0.153963166630942
YEL011W,1.05226045976807
YPL266W,1.13482032967606
YKL034W,0.217301274328205
YGR065C,1.13557581554843
YDL155W,0.286166293699274
YNL317W,0.155233890065718
YGR289C,1.19628569807055
YCL040W,1.10817130330771
YOR017W,0.211639459278921
YKL080W,1.61652044474268
YGL233W,0.522543637958419
YNR050C,2.6451433777239
YGL144C,0.247852808101995
YIL098C,0.353736236886598
YOL143C,1.33747994676739
YPL038W,0.165403044551364
YJR050W,0.134198330513713
YNL218W,0.310340730996396
YNR036C,0.361385930096667
YOR034C,0.287840955197343
YDR119W,0.343189303761293
YDR092W,0.432271728539246
YDR359C,0.185057356672827
YGL099W,1.33063982754918
YGR240C,4.03215707763987
YMR049C,1.52351337564999
YGR238C,0.108791226565405
YML063W,7.76729402092806
YDL115C,0.232334049755096
YGR141W,0.216334744140302
YOR114W,0.199715314162998
YMR064W,0.137790166470922
YOR138C,0.141233227794377
YCR024C,0.398450926924099
YOL007C,0.660836753052858
YBR038W,0.983731752760261
YBR047W,0.251469713667602
YDR520C,0.182976638570573
YOL069W,0.249037538023281
YNR031C,0.452146408365794
YLR208W,1.89851179228264
YNL200C,0.393729601813486
YDR181C,0.228035367274145
YOR383C,6.16467936862731
YLR094C,0.228084574411834
YOR291W,0.414469586234265
YHR152W,0.222194857230212
YGR282C,4.2658066858831
YLR083C,1.13815647699974
YDL161W,0.488990167907933
YNR075W,0.326493512265378
YOR229W,0.7887259506913
YNL295W,0.134067120314648
YEL023C,0.21965938442122
YLR088W,0.304787379683526
YJR008W,0.547683123262166
YGR150C,0.216656378435245
YER122C,0.658972988673084
YEL016C,0.115299137314809
YJL093C,0.331190268495038
YMR024W,0.325611385728219
YIR023W,0.278134200117086
YOR299W,0.136208199027064
YLR457C,0.207989879211234
YLR174W,0.927615764961324
YDR532C,0.118710596514134
YAL010C,0.18268108226054
YLR077W,0.307187333973081
YEL056W,0.406186570993567
YGR091W,0.350706793733707
YGR116W,1.26388976718497
YIL010W,0.562430845490805
YGR207C,0.904892506263449
YGL078C,2.08424974497769
YNR052C,0.385440638789049
YLR288C,0.100306379333889
YPR021C,0.340600209500945
YDL168W,1.5949431286371
YPR008W,0.287145280366234
YBL007C,1.23107234315987
YDL166C,0.376486849727474
YMR147W,0.433097233832127
YLR244C,2.23639176657161
YNR008W,0.412412601406112
YGL200C,1.6836736805683
YOL058W,3.46493098745061
YPL004C,1.90511436768123
YKL109W,1.30022782820406
YPL232W,1.25143158027614
YLR426W,0.109720643654587
